124;12615;31/12/9999;81977.73;8
4165;108;38384.28
2077;24;2460.48
14174;50;18687.50
39759;101;18625.41
17560;62;1551.86
19341;69;1771.23
7588;56;22477.28
165;23745;31/12/9999;76578.48;8
39460;27;7180.38
18780;48;27134.88
25804;52;2181.40
32585;24;5055.12
1006;51;2513.28
16364;80;15152.00
12433;79;4659.42
37502;100;12702.00
166;24145;31/12/9999;190899.60;11
493;26;10346.70
40718;66;17257.02
47617;117;10993.32
2400;60;1519.80
31028;28;2282.00
19256;93;18039.21
24983;53;30465.46
6473;101;24711.67
3549;99;61556.22
20272;75;12711.00
37381;40;1017.20
167;5494;31/12/9999;132118.97;8
42718;33;842.82
45607;113;5236.42
4304;118;27571.88
18465;103;29370.45
27368;27;18824.94
35459;116;23531.76
16126;90;13638.60
31390;22;13102.10
168;38258;31/12/9999;179216.63;10
41856;108;26980.56
19442;81;5485.32
26301;83;18872.54
50384;55;41901.20
49536;96;28584.00
37630;77;4269.65
30957;112;20395.20
42736;38;6121.42
29383;40;1019.20
44981;66;25587.54
169;42247;31/12/9999;222173.79;10
46960;105;69925.80
36781;82;16960.06
5013;78;6021.60
50169;105;55941.90
8265;113;32245.68
46441;45;8531.55
9168;115;22276.65
20476;66;6689.10
8762;31;795.15
16132;110;2786.30
170;44340;31/12/9999;76130.33;7
16187;62;13166.32
42950;40;19036.40
23563;49;1239.70
33347;38;23309.96
49727;97;14826.45
32963;96;2426.88
32839;82;2124.62
171;23494;31/12/9999;97699.65;6
21176;81;30609.09
13997;93;39040.47
8612;27;1989.36
29806;99;4873.77
31864;71;19953.84
18398;48;1233.12
172;4257;31/12/9999;87679.52;9
35014;48;3230.88
18628;103;8386.26
35793;39;8521.50
4860;40;1025.20
27298;39;16276.65
18261;117;2975.31
9910;108;26555.04
38166;102;2645.88
23555;28;18062.80
173;14310;31/12/9999;67215.23;5
46255;102;13816.92
30496;22;554.84
42421;80;3712.00
33927;23;6421.37
50284;118;42710.10
174;42853;31/12/9999;196104.37;10
28407;90;2288.70
22860;100;26599.00
43601;82;2350.94
22786;103;79247.17
22236;69;11716.20
20607;98;5258.68
32075;61;19854.28
35328;54;29029.32
37411;28;1326.64
12479;54;18433.44
175;12489;31/12/9999;128579.54;6
49174;24;614.40
24631;61;1546.96
5176;63;45957.87
31364;93;63407.40
19810;91;3236.87
49439;76;13816.04
176;13417;31/12/9999;166507.75;11
40169;23;16142.32
23536;73;11760.30
47028;73;7968.68
34479;113;2838.56
22212;115;2906.05
3548;119;73469.41
38742;85;14223.05
32736;67;29045.17
49412;42;1078.14
46069;27;2561.22
24608;79;4514.85
177;38404;31/12/9999;264410.42;11
18571;81;15920.55
5189;96;75051.84
20181;102;2613.24
50497;108;34133.40
3955;58;19434.64
42051;61;10902.53
37473;44;4342.36
49382;110;22842.60
15152;86;28361.08
8755;96;32220.48
8885;95;18587.70
178;24421;31/12/9999;63974.03;6
12848;94;11441.68
1154;38;18518.54
20400;21;540.12
33356;39;25330.11
17070;29;6838.49
26277;51;1305.09
179;26929;31/12/9999;92434.24;9
16898;48;10642.56
19623;85;2198.10
21795;66;14585.34
24926;75;39717.75
6228;34;3725.04
13554;50;8962.00
13268;77;1998.15
26253;37;2905.98
20665;27;7699.32
180;27475;31/12/9999;137368.74;8
16485;97;10675.82
31156;75;13637.25
26774;78;15541.50
7682;64;22612.48
25406;79;2470.33
39905;34;15131.36
35273;80;19524.80
20549;80;37775.20
181;6070;31/12/9999;50009.30;5
47542;67;11203.74
4849;62;13737.34
26911;49;6682.62
2831;54;8054.64
46216;116;10330.96
182;11562;31/12/9999;111726.43;7
15094;91;10917.27
11013;108;2776.68
47667;88;8124.16
4555;115;38576.75
918;61;30363.97
39107;45;15609.60
21411;114;5358.00
183;40279;31/12/9999;110245.31;9
30113;115;15964.30
27364;43;22240.89
7794;119;2990.47
7565;39;26729.04
40741;88;14617.68
37016;99;2484.90
24303;20;8756.40
29463;81;12251.25
46403;113;4210.38
184;25575;31/12/9999;73011.16;5
38825;68;8551.00
18234;97;9065.62
29869;73;16956.44
20494;116;35638.68
535;111;2799.42
185;33169;31/12/9999;241557.27;8
5786;115;45679.15
27599;49;1249.01
32674;118;37893.34
47914;47;11925.31
35971;74;52478.58
8555;56;27447.84
22954;48;23416.32
39599;98;41467.72
186;48273;31/12/9999;112027.39;9
2392;54;32475.60
35233;98;15452.64
46137;60;17998.20
47745;37;6304.06
35679;103;2672.85
26068;44;4125.88
48707;115;15243.25
48677;91;16290.82
15214;37;1464.09
187;21549;31/12/9999;61596.03;9
2949;60;28377.60
37505;24;604.08
7240;57;8297.49
19300;45;1168.65
39895;26;3125.98
1460;20;1716.40
23486;43;1100.37
2842;76;8318.20
459;34;8887.26
188;25701;31/12/9999;220841.65;10
18165;106;72674.66
24282;110;29849.60
23553;71;1840.32
32625;29;1468.27
43757;103;34982.92
21191;38;8212.56
1141;88;2271.28
48620;72;7568.64
29234;26;1557.92
24999;97;60415.48
189;24940;31/12/9999;79399.37;8
863;25;6944.75
32930;28;7995.12
28129;112;31785.60
24072;58;5635.28
9456;43;3511.81
24896;97;11747.67
28405;77;2316.16
16776;47;9462.98
190;6512;31/12/9999;133521.53;8
4652;76;1931.16
47167;57;10985.04
26328;113;60699.08
34435;102;6162.84
2672;91;21960.12
43988;84;17948.28
25822;109;2769.69
15967;21;11065.32
191;18335;31/12/9999;73601.96;5
32071;43;10267.97
47073;61;14941.34
3940;69;21108.48
15194;32;7024.32
9865;71;20259.85
192;3455;31/12/9999;150726.21;6
11800;73;1830.11
13859;96;25098.24
34160;30;757.80
23569;104;72919.60
35678;93;9595.74
47327;76;40524.72
193;3000;31/12/9999;77473.59;7
13964;79;2023.19
716;115;29653.90
32842;97;2462.83
14635;91;2310.49
44093;37;11254.29
11480;113;11941.84
11481;51;17827.05
194;31186;31/12/9999;125533.53;10
7501;21;9012.78
43303;66;8477.04
21251;92;11732.76
22108;70;32038.30
14874;73;18082.10
20208;83;4080.28
6267;34;7714.94
45428;27;2950.56
32585;99;20852.37
13091;91;10592.40
195;48710;31/12/9999;229988.89;9
14156;51;33125.01
36711;35;4781.00
11687;97;19357.32
16760;93;2349.18
32907;31;4093.55
5156;99;64343.07
36032;75;11499.00
43121;86;33435.94
20374;79;57004.82
196;35223;31/12/9999;140011.57;8
30274;53;9205.57
3718;40;10448.00
22282;41;7767.04
41143;67;1701.80
395;80;64441.60
32877;107;35726.23
21621;89;9716.13
30598;40;1005.20
197;7228;31/12/9999;159869.94;8
45960;67;44611.95
11548;92;43207.80
5792;46;18838.38
26670;49;14952.35
45649;106;13083.58
46836;88;11727.76
27554;34;11328.80
11809;84;2119.32
198;21627;31/12/9999;126792.31;8
37353;106;35161.26
18611;102;5959.86
21438;87;2181.09
42710;114;40574.88
10524;96;14321.28
16296;102;12349.14
30745;32;800.00
27665;70;15444.80
199;12037;31/12/9999;86908.63;6
29802;85;2851.75
22299;45;14497.20
46311;46;1173.00
45770;91;64232.35
15060;115;2972.75
24433;47;1181.58
200;10967;31/12/9999;169235.66;9
39386;55;42309.85
18831;84;4784.64
20996;49;10831.45
43812;58;3578.02
44927;97;27130.90
19050;111;13914.96
21029;21;1154.37
37263;46;6977.74
49951;93;58553.73
201;32333;31/12/9999;61540.01;5
31963;66;44684.64
10201;65;1723.15
691;37;7672.32
4126;76;1911.40
1877;54;5548.50
202;26839;31/12/9999;106896.39;5
35083;60;1503.00
21383;91;68967.99
47139;58;33704.38
6895;50;1298.50
44601;53;1422.52
203;6703;31/12/9999;101630.53;6
42438;86;8704.06
8775;116;63801.16
478;50;12976.50
33455;111;2842.71
18417;40;2399.60
29470;66;10906.50
204;38695;31/12/9999;35289.99;5
34643;102;2557.14
9250;56;7043.68
1131;103;2647.10
26448;93;20231.22
19708;21;2810.85
205;7007;31/12/9999;151485.38;7
4617;102;4304.40
22326;25;3782.00
6684;59;16382.53
25065;49;13977.74
25969;35;12720.40
26346;102;62210.82
27762;109;38107.49
206;22376;31/12/9999;122757.37;10
3799;63;1626.03
30757;110;37373.60
41572;109;2800.21
39852;43;5574.95
3637;78;7722.78
34996;103;2668.73
29333;83;2121.48
40359;63;41680.80
33539;27;686.07
35682;108;20502.72
207;16896;31/12/9999;145188.41;10
46093;105;41730.15
26219;49;3098.27
21585;21;544.11
6648;45;3289.50
30510;26;6390.80
44961;95;63601.55
39300;67;8405.15
41202;47;1554.29
27900;113;14213.14
34899;91;2361.45
208;8113;31/12/9999;39286.67;7
44828;100;13736.00
8262;52;4557.28
603;64;2026.24
28670;58;5562.20
44619;61;2684.00
30143;34;5736.82
36649;67;4984.13
209;44116;31/12/9999;172935.20;10
35618;36;2846.52
23523;113;30732.61
45971;64;34440.96
35926;79;31901.78
31423;83;2111.52
827;76;1916.72
16170;102;54599.58
20001;40;1192.80
47822;117;8116.29
49444;73;5076.42
210;41985;31/12/9999;136963.82;7
35703;81;10376.10
42324;39;987.87
26257;61;15449.47
7022;63;2974.86
41566;110;39277.70
4595;50;40282.50
42516;74;27615.32
211;17360;31/12/9999;91210.02;5
6554;117;20945.34
31715;91;33750.99
34401;45;1259.55
6731;79;33059.13
18962;87;2195.01
212;31812;31/12/9999;27568.98;5
22274;70;22533.70
35967;36;901.08
49849;25;639.75
22489;110;2845.70
46710;25;648.75
214;45339;31/12/9999;110232.87;7
13313;60;1538.40
46810;43;2813.06
7417;68;4043.96
17114;65;1688.70
12703;38;8787.50
23238;69;4378.05
39395;108;86983.20
215;585;31/12/9999;127573.51;5
39850;84;10581.48
19745;89;28051.91
27184;101;76879.18
23066;47;1185.34
4490;53;10875.60
216;637;31/12/9999;121894.99;9
27398;90;55754.10
27234;99;15974.64
23883;106;11497.82
49881;80;8543.20
46226;79;10229.71
50425;51;1282.14
46217;54;2293.38
21945;56;9564.24
29464;24;6755.76
217;22073;31/12/9999;114831.91;11
7623;80;2072.00
40623;51;5988.93
37844;55;11094.60
17861;106;2735.86
45511;96;13096.32
18160;95;32784.50
25034;82;2113.96
32916;33;16167.69
38734;81;2029.05
49996;106;23529.88
39238;51;3219.12
218;12704;31/12/9999;145233.76;11
33681;23;6174.58
19250;112;19668.32
26957;39;25474.41
31124;100;14975.00
2438;114;20231.58
29948;46;21618.16
24883;95;10293.25
22544;22;570.02
26867;22;3514.28
12117;21;10360.56
5395;56;12353.60
219;20115;31/12/9999;49504.74;5
17277;61;10929.98
27754;42;26925.36
30128;46;1180.82
40636;62;6032.60
15035;34;4435.98
220;25620;31/12/9999;278499.12;11
41138;112;64729.28
16501;86;28217.46
17938;109;32838.43
23786;88;51336.56
34186;28;712.04
32512;87;21744.78
26962;24;16171.44
32250;99;7469.55
29592;107;43821.85
25633;61;9579.44
11922;73;1878.29
221;2049;31/12/9999;132217.20;11
33773;59;1525.15
25157;80;52268.00
42500;101;12645.20
10096;108;2730.24
26817;97;2470.59
16660;32;2751.68
12974;70;1764.70
27506;50;11875.00
26704;74;1869.24
27509;40;14084.40
23944;90;28233.00
222;35170;31/12/9999;125122.45;7
31421;69;1782.96
19702;58;1494.66
3636;27;690.12
25323;53;27410.01
34215;62;3449.06
26145;73;33644.24
20553;117;56651.40
223;49799;31/12/9999;59761.92;6
32617;119;3070.20
32054;113;21242.87
26201;112;2867.20
12048;79;17178.55
38875;45;14652.00
25867;29;751.10
224;18613;31/12/9999;73621.77;11
5802;25;778.50
11286;76;1930.40
3457;54;7525.44
17033;110;17314.00
42741;34;867.00
19188;32;18848.96
17409;27;940.14
24424;32;3900.48
27039;109;19786.77
2481;36;914.40
42560;32;815.68
225;37950;31/12/9999;83179.22;5
21515;79;29293.99
34094;23;2738.38
29091;99;29551.50
48348;105;18242.70
42670;35;3352.65
226;30175;31/12/9999;78756.81;7
14485;28;10234.56
14835;89;8494.16
8535;77;12379.29
45409;114;6013.50
13692;115;13468.80
33081;40;4272.40
16320;90;23894.10
227;19122;31/12/9999;119996.30;6
4173;68;25243.64
32785;26;5468.84
2712;81;29255.58
12999;101;42782.59
38883;64;12283.52
6624;101;4962.13
228;40279;31/12/9999;173836.58;11
37759;32;10977.28
23935;62;1571.70
10655;114;27974.46
26546;87;40306.23
48825;36;2729.52
15344;68;40899.28
266;71;15868.50
36764;96;2447.04
39692;73;8594.29
46239;119;12264.14
6554;57;10204.14
229;28803;31/12/9999;152920.66;11
20682;78;14761.50
197;108;45341.64
8835;96;9214.08
33883;28;7672.28
14537;38;11366.18
18485;42;4643.52
9585;23;588.34
21185;26;19893.12
25197;76;1939.52
9130;28;7983.36
17341;96;29517.12
230;35262;31/12/9999;247864.72;11
26760;81;53865.81
18956;62;30588.94
19898;113;47148.12
43277;88;22591.36
4891;101;39291.02
17032;63;1609.65
23879;75;19707.00
9467;70;11195.10
28030;74;6320.34
33387;63;13369.86
12911;86;2177.52
231;35953;31/12/9999;265771.76;11
40248;27;4570.02
33351;101;17828.52
30905;41;1040.17
4068;37;10997.14
39561;111;74353.35
30907;101;2569.44
10712;95;2390.20
49186;108;83074.68
7106;78;1978.86
19741;85;26156.20
6580;106;40813.18
232;39180;31/12/9999;120493.68;7
47571;113;2915.40
12153;118;21078.34
46435;60;3634.80
17887;54;15473.16
33117;84;41440.56
33719;54;14220.90
9298;98;21730.52
233;40984;31/12/9999;200234.48;9
741;83;48893.64
27614;77;1988.14
35522;24;12334.08
17467;66;14924.58
32465;48;13683.36
13542;101;45559.08
6345;52;23936.64
13583;28;21209.44
44585;84;17705.52
234;33694;31/12/9999;112161.99;9
13770;58;31054.36
46518;23;3295.21
42748;62;10763.82
30205;60;2421.00
37322;61;1553.67
40833;113;10289.78
11895;36;903.60
19294;115;24551.35
34694;68;27329.20
235;29974;31/12/9999;126715.56;5
13898;78;24950.64
46132;115;63612.25
15534;113;18015.59
23305;39;1006.98
25379;34;19130.10
236;19953;31/12/9999;164822.51;11
48510;102;25001.22
25964;26;9178.00
15524;78;1968.72
2901;68;29199.20
26023;80;2020.00
10205;76;1971.44
1628;115;15759.60
25264;69;19422.12
6189;66;51598.80
43410;92;6024.16
38682;25;2679.25
237;39959;31/12/9999;107909.40;10
38704;43;5563.34
24413;28;1804.88
30343;44;1138.28
13311;113;40522.93
30134;62;1592.78
9075;106;2664.84
44592;70;42105.00
17800;71;1810.50
46121;99;2501.73
18612;111;8205.12
238;47915;31/12/9999;60056.16;7
33218;38;966.34
39042;49;1231.86
43970;86;31415.80
5136;82;13204.46
42018;52;1330.68
36641;53;3541.46
47852;46;8365.56
239;243;31/12/9999;94955.06;6
35283;88;24125.20
19736;90;2251.80
15964;80;15162.40
46745;61;10393.18
24389;104;41918.24
31548;43;1104.24
240;39279;31/12/9999;111533.62;7
26805;88;2684.00
2382;69;51971.49
38573;28;5560.80
33017;51;4789.41
49578;103;20986.25
6845;27;5556.87
30912;80;19984.80
241;42649;31/12/9999;210755.99;8
5308;24;5785.20
31312;58;27450.82
11737;72;21562.56
8668;68;15627.76
337;85;48759.40
20162;38;25593.76
45837;79;4922.49
795;100;61054.00
242;42017;31/12/9999;83756.98;7
27936;96;15513.60
19308;69;16673.85
43595;34;877.88
25435;47;2864.65
44552;73;46209.73
45067;27;689.31
27431;37;927.96
243;4098;31/12/9999;108529.62;11
45197;59;36355.21
45948;25;11730.75
14245;51;10498.86
6218;39;3797.43
18099;31;777.79
33776;87;17490.48
14144;30;5091.30
12482;46;1186.34
25198;114;2895.60
22329;118;3010.18
10755;32;15695.68
244;8681;31/12/9999;41196.85;8
44040;36;3814.20
31954;69;1745.01
44051;26;674.70
19661;108;9387.36
42297;33;826.98
11927;52;1331.20
31190;87;18781.56
10245;66;4635.84
245;30761;31/12/9999;156119.25;9
28745;95;29981.05
39112;87;2240.25
26913;54;25774.74
12946;48;22243.20
1918;95;13673.35
36935;33;9749.52
18936;79;23518.30
4275;72;23443.20
12042;82;5495.64
246;26871;31/12/9999;41536.40;6
6388;76;30497.28
16608;119;2980.95
45007;21;541.59
47503;116;2967.28
37017;70;1773.10
39202;84;2776.20
247;12615;31/12/9999;178807.30;11
46917;98;25391.80
11439;65;11810.50
28698;21;4642.26
23492;71;1778.55
14367;50;26347.00
6204;64;1609.60
12615;43;3697.14
36747;118;20308.98
19728;81;33142.77
27950;39;24406.98
1379;67;25671.72
248;3432;31/12/9999;79076.75;10
17656;39;5345.34
25810;98;5456.64
16289;31;6307.26
3987;86;2206.76
17881;94;2361.28
42366;119;42586.53
19193;52;1302.08
31509;110;2797.30
27583;33;6882.48
1349;22;3831.08
249;5106;31/12/9999;150385.75;9
19612;71;1826.12
21159;26;657.02
30950;92;29931.28
9966;114;21813.90
20566;70;1761.90
35391;58;23634.42
24408;20;503.00
24729;57;1426.71
13550;110;68831.40
250;34231;31/12/9999;79258.56;7
8486;59;16743.02
11221;113;12322.65
6281;50;13442.50
47486;36;4027.32
18930;67;1717.21
36136;104;16817.84
17356;42;14188.02
251;5400;31/12/9999;171306.76;10
49612;116;5726.92
22616;23;955.88
3548;103;63591.17
6001;99;2846.25
8351;63;39653.46
16912;21;545.79
13269;52;8515.00
17746;99;45891.45
44497;119;3065.44
31528;20;515.40
252;7699;31/12/9999;48922.29;5
48819;85;5370.30
21054;103;2672.85
14317;52;25649.52
31697;111;13557.54
26644;24;1672.08
253;46126;31/12/9999;169546.31;7
20303;110;48083.20
5931;20;5751.40
38191;112;2814.56
17595;110;67130.80
47225;53;6643.55
25544;49;29479.38
43030;113;9643.42
254;33866;31/12/9999;61815.41;6
40115;29;7396.45
43020;34;3573.06
17340;22;561.00
42704;95;41945.35
42412;75;5547.75
11935;110;2791.80
255;24525;31/12/9999;108142.17;6
16980;38;28338.88
47663;93;19979.19
11061;43;6336.48
48235;86;5221.06
9773;34;24390.58
29299;107;23875.98
256;49878;31/12/9999;106447.66;6
24654;44;3493.60
36335;97;28697.45
44606;41;1293.14
22518;80;30393.60
32875;114;37065.96
3682;29;5503.91
257;29069;31/12/9999;57548.20;8
13157;33;831.93
43456;87;2208.93
17719;91;13189.54
13608;26;1492.40
15938;29;16739.09
27215;31;797.63
46749;44;20809.80
30806;39;1478.88
258;38922;31/12/9999;133189.11;11
19336;61;34748.65
9676;50;12694.50
23426;28;1438.08
15334;109;17363.70
37344;50;30057.00
402;75;2488.50
34261;21;5668.32
39304;27;699.57
34106;24;10791.60
28433;32;5025.92
5100;97;12213.27
259;28853;31/12/9999;222511.29;10
39861;69;10150.59
49390;111;66053.88
41044;72;8168.40
15574;36;13447.44
32384;62;35785.78
43618;80;3449.60
6590;61;47892.32
31408;76;3149.44
27115;72;18408.24
29643;81;16005.60
260;15148;31/12/9999;91468.14;8
28540;46;26949.10
15418;119;5168.17
16265;22;1981.76
20641;84;15876.00
43244;90;10244.70
40017;22;1307.68
50465;106;2691.34
19910;111;27249.39
261;40106;31/12/9999;214732.08;11
40435;21;2006.55
6769;55;1410.20
11492;87;18200.40
30887;85;2181.10
9915;75;19133.25
19280;97;10252.90
18925;67;35209.17
44096;99;21572.10
44722;119;32031.23
24639;47;6708.31
24775;91;66026.87
262;45161;31/12/9999;111362.83;11
20113;35;12741.05
14669;52;1318.20
30480;41;10904.77
41464;112;17200.96
27946;69;11854.89
28019;88;3931.84
26338;43;18907.10
47824;108;5344.92
8884;32;8864.00
31095;89;19135.00
4371;45;1160.10
263;2080;31/12/9999;180159.42;11
24998;53;1364.22
13121;60;16038.00
4681;59;11065.45
4013;102;5302.98
43356;108;70192.44
34596;32;13361.60
43235;71;6760.62
4348;104;33438.08
13740;56;9245.60
29916;41;10554.63
10571;110;2835.80
264;16261;31/12/9999;93754.00;6
13659;98;8259.44
7824;86;8405.64
11994;82;65751.70
16270;100;2561.00
27033;86;2219.66
6062;24;6556.56
265;27603;31/12/9999;262453.48;11
46919;31;8170.05
49017;25;626.25
34241;111;11905.86
26390;100;78579.00
32249;81;13941.72
40736;103;44698.91
20138;99;29836.62
8720;115;44353.20
10690;49;18900.77
3051;50;8906.00
40037;101;2535.10
